canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_value,value,IC50_nM,pIC50
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3734964,=,=,1.6,1.6,1.6,8.795880017344075
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4nccs4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735129,=,=,4.3,4.3,4.3,8.366531544420413
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735925,=,=,3.7,3.7,3.7,8.431798275933005
CS(=O)(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3734769,=,=,3.2,3.2,3.2,8.494850021680094
CCS(=O)(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3734828,=,=,1.1,1.1,1.1,8.958607314841775
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)CC(F)(F)F)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735461,=,=,1.3,1.3,1.3,8.886056647693163
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3734999,=,=,1.8,1.8,1.8,8.744727494896694
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)Cc4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735433,=,=,1.8,1.8,1.8,8.744727494896694
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736137,=,=,0.3,0.3,0.3,9.522878745280337
CS(=O)(=O)c1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735917,=,=,1.7,1.7,1.7,8.769551078621726
CC(C)S(=O)(=O)c1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735694,=,=,1.7,1.7,1.7,8.769551078621726
N[C@H]1C[C@@H](N2Cc3[nH]nc(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735843,=,=,0.4,0.4,0.4,9.397940008672037
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL2425070,=,=,1.4,1.4,1.4,8.853871964321762
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL2105762,=,=,2.6,2.6,2.6,8.585026652029182
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736188,=,=,2.3,2.3,2.3,8.638272163982407
CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735281,=,=,1.8,1.8,1.8,8.744727494896694
CCCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3734912,=,=,5.7,5.7,5.7,8.244125144327509
CC(C)S(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735865,=,=,0.7,0.7,0.7,9.154901959985743
N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736190,=,=,1.6,1.6,1.6,8.795880017344075
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735329,=,=,1.6,1.6,1.6,8.795880017344075
N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3645492,=,=,2.6,2.6,2.6,8.585026652029182
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736085,=,=,1.6,1.6,1.6,8.795880017344075
Cn1cnc(S(=O)(=O)n2ncc3c2CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,CHEMBL3735852,=,=,4.9,4.9,4.9,8.309803919971486
Cn1cnc(S(=O)(=O)n2cc3c(n2)CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,CHEMBL3736423,=,=,1.9,1.9,1.9,8.721246399047171
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736511,=,=,2.3,2.3,2.3,8.638272163982407
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736067,=,=,1.9,1.9,1.9,8.721246399047171
CCC(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3736135,=,=,1.4,1.4,1.4,8.853871964321762
CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1,CHEMBL397070,=,=,90000.0,90.0,90000.0,4.045757490560675
CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](N=[N+]=[N-])C[C@H]1C#N,CHEMBL471547,=,=,290.0,0.29,290.0,6.537602002101044
C[C@H]1C[C@@H](C#N)N(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL3798441,=,=,2600.0,2.6,2600.0,5.585026652029182
CC1CCN(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F,CHEMBL3799388,=,=,19400.0,19.4,19400.0,4.7121982700697735
CC[C@@H](C)[C@H](N)C(=O)N1CCC(C)C1.O=C(O)C(F)(F)F,CHEMBL3798777,=,=,16200.0,16.2,16200.0,4.790484985457369
C=C1C[C@@H](C#N)N(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL3797842,=,=,680.0,0.68,680.0,6.167491087293763
C=C1CCN(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL3800113,=,=,34000.0,34.0,34000.0,4.468521082957745
CC[C@@H](C)[C@H](N)C(=O)N1Cc2conc2C1.O=C(O)C(F)(F)F,CHEMBL3800380,=,=,56000.0,56.0,56000.0,4.251811972993799
N#C[C@@H]1[C@@H]2C[C@@H]2CN1C(=O)[C@@H](N)CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(F)(F)F,CHEMBL3797299,=,=,790.0,0.79,790.0,6.102372908709558
CC[C@@H](C)[C@H](N)C(=O)N1C[C@H]2C[C@H]2[C@H]1C#N.O=C(O)C(F)(F)F,CHEMBL3799074,=,=,4000.0,4.0,4000.0,5.3979400086720375
Cc1ccn2nc3c(c2n1)CN([C@@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3804940,=,=,8.6,8.6,8.6,8.065501548756432
Cc1ccnc2c3c(nn12)CN([C@@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805696,=,=,289.0,289.0,289.0,6.539102157243452
Cc1ccnc2c3c(nn12)CN([C@@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805235,=,=,44.0,44.0,44.0,7.356547323513812
Cc1ccn2nc3c(c2n1)CN([C@@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3804854,=,=,699.0,699.0,699.0,6.1555228242543185
N[C@H]1C[C@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,CHEMBL3806164,=,=,1170.0,1170.0,1170.0,5.931814138253838
N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3806052,=,=,0.12,0.12,0.12,9.920818753952375
N[C@H]1C[C@@H](N2Cc3nn4cncnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3805353,=,=,3.5,3.5,3.5,8.455931955649724
Cc1cc(O)nc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806310,=,=,0.6,0.6,0.6,9.221848749616356
Cc1cc(O)n2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805154,=,=,0.5,0.5,0.5,9.301029995663981
Cc1cc(C(F)(F)F)nc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3804996,=,=,1.9,1.9,1.9,8.721246399047171
N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805937,=,=,1.4,1.4,1.4,8.853871964321762
N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805179,=,=,1.1,1.1,1.1,8.958607314841775
Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3804950,=,=,2.9,2.9,2.9,8.537602002101044
Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806021,=,=,0.6,0.6,0.6,9.221848749616356
Cc1ccnc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3804994,=,=,54.0,54.0,54.0,7.267606240177031
N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805502,=,=,1.5,1.5,1.5,8.823908740944319
N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805871,=,=,1.1,1.1,1.1,8.958607314841775
Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3805400,=,=,1.5,1.5,1.5,8.823908740944319
Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805751,=,=,0.5,0.5,0.5,9.301029995663981
Cc1ccn2nc3c(c2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806239,=,=,155.0,155.0,155.0,6.809668301829708
N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3806216,=,=,0.7,0.7,0.7,9.154901959985743
N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3806003,=,=,3.7,3.7,3.7,8.431798275933005
N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,CHEMBL3806026,=,=,7.3,7.3,7.3,8.136677139879545
N[C@H]1C[C@@H](N2Cc3cnc4nc(C5CC5)nn4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805346,=,=,1.7,1.7,1.7,8.769551078621726
N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3806041,=,=,0.24,0.24,0.24,9.619788758288394
Cc1nc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805629,=,=,0.23,0.23,0.23,9.638272163982407
Cc1nnc2ncc3c(n12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806023,=,=,0.56,0.56,0.56,9.2518119729938
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3806029,=,=,0.7,0.7,0.7,9.154901959985743
Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,CHEMBL3805966,=,=,0.14,0.14,0.14,9.853871964321762
Cc1cc2ncc3c(n2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3806179,=,=,16.0,16.0,16.0,7.795880017344075
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3805294,=,=,0.7,0.7,0.7,9.154901959985743
Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3806157,=,=,0.6,0.6,0.6,9.221848749616356
Cc1cc2nc3c(cn2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3804982,=,=,26.0,26.0,26.0,7.585026652029182
Cc1cc2nc3c(cn2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,CHEMBL3805226,=,=,1.1,1.1,1.1,8.958607314841775
CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O,CHEMBL3687982,=,=,625.0,625.0,625.0,6.204119982655925
CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,CHEMBL3687983,=,=,11.2,11.2,11.2,7.950781977329818
CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,CHEMBL3813856,=,=,13.5,13.5,13.5,7.8696662315049934
CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O,CHEMBL3687979,=,=,156.1,156.1,156.1,6.806597096937582
CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,CHEMBL3687977,=,=,27.4,27.4,27.4,7.562249437179612
CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,CHEMBL3687984,=,=,1.7,1.7,1.7,8.769551078621726
CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c1c2=O,CHEMBL3687978,=,=,10.6,10.6,10.6,7.97469413473523
CC#CCn1c(N2CCC[C@@H](N)C2)nc2nc3n(c(=O)c21)CC(=O)N3C,CHEMBL3687980,=,=,123.0,123.0,123.0,6.910094888560602
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,=,=,0.1,0.1,0.1,10.0
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL376359,=,=,7.6,7.6,7.6,8.119186407719209
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422,=,=,6.24,6.24,6.24,8.204815410317575
COc1cc([C@H]2Oc3ccc4ccc(=O)oc4c3O[C@@H]2CO)cc(OC)c1O,CHEMBL584162,=,=,14130.0,14.13,14130.0,4.849857838151442
N[C@@H]1Cc2c(ccc3ccc(=O)oc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3952716,=,=,206.71,206.71,206.71,6.684638513020665
N[C@@H]1Cc2c(ccc3ccccc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3926320,=,=,110.1,110.1,110.1,6.9582126810282485
N[C@@H]1Cc2c(ccc3ccccc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3926320,=,=,110.1,110.1,110.1,6.9582126810282485
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,CHEMBL3928073,=,=,60.61,60.61,60.61,7.21745571598999
N[C@@H]1Cc2c(ccc3ccc(Br)cc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3919178,=,=,216.2,216.2,216.2,6.665144310382709
N#Cc1ccc2ccc3c(c2c1)C[C@@H](N)[C@H](c1cc(F)c(F)cc1F)O3,CHEMBL3942715,=,=,205.2,205.2,205.2,6.687822643560221
CS(=O)(=O)c1cccc(-c2ccc3ccc4c(c3c2)C[C@@H](N)[C@H](c2cc(F)c(F)cc2F)O4)c1,CHEMBL3910262,=,=,14.6,14.6,14.6,7.835647144215563
COc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3929146,=,=,49.73,49.73,49.73,7.303381540767775
N[C@@H]1Cc2c(ccc3cc(Br)ccc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3892233,=,=,39.2,39.2,39.2,7.406713932979542
N#Cc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3920234,=,=,8.42,8.42,8.42,8.074687908500351
N[C@H]1Cc2c(ccc3cc(C(=O)O)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3950517,=,=,17.65,17.65,17.65,7.753255290276159
N[C@H]1Cc2c(ccc3cc(N4CCOCC4)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3890161,=,=,70.42,70.42,70.42,7.1523039792658345
CS(=O)(=O)Nc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3959221,=,=,10.9,10.9,10.9,7.962573502059376
CS(=O)(=O)c1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3932825,=,=,10.71,10.71,10.71,7.970210529168145
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccc(F)cc1F)O3,CHEMBL3952691,=,=,78.33,78.33,78.33,7.1060718734573936
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccccc1F)O3,CHEMBL3981442,=,=,563.9,563.9,563.9,6.248797905411647
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)ccc1F)O3,CHEMBL3934008,=,=,32.64,32.64,32.64,7.486249849918177
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cccc(F)c1)O3,CHEMBL3892398,=,=,121.56,121.56,121.56,6.915209308592095
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccccc1Cl)O3,CHEMBL3972474,=,=,337.8,337.8,337.8,6.47134035476501
COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,CHEMBL3928073,=,=,14.95,14.95,14.95,7.825358807339551
COc1ccc2ccc3c(c2c1)C[C@@H](N)[C@H](c1cc(F)c(F)cc1F)O3,CHEMBL3955701,=,=,2930.0,2930.0,2930.0,5.53313237964589
COc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3901191,=,=,19.64,19.64,19.64,7.706858516549069
COc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3929146,=,=,813.44,813.44,813.44,6.089674475462105
N[C@H]1Cc2c(ccc3cc(Br)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3979508,=,=,5.17,5.17,5.17,8.286509456906057
CS(=O)(=O)Nc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3959221,=,=,8.91,8.91,8.91,8.050122295963126
CS(=O)(=O)c1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3932825,=,=,5.8,5.8,5.8,8.236572006437063
COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,CHEMBL3941804,=,=,2.06,2.06,2.06,8.686132779630846
COc1cc2c3c(ccc2cc1NS(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3942843,=,=,6.13,6.13,6.13,8.212539525481585
COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3944427,=,=,1.9,1.9,1.9,8.721246399047171
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL2105762,=,=,2.22,2.22,2.22,8.653647025549361
Cc1cc(=O)oc2c3c(ccc12)O[C@@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3968332,=,=,50860.0,50860.0,50860.0,4.29362364416031
Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3929764,=,=,21520.0,21520.0,21520.0,4.667157733005649
Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3959577,=,=,154.67,154.67,154.67,6.810593914470772
Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,CHEMBL3959577,=,=,165.0,165.0,165.0,6.782516055786093
Cc1cc(=O)oc2c3c(ccc12)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,CHEMBL3971196,=,=,13070.0,13070.0,13070.0,4.883724412419456
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C#N)cc3)CC1)c(=O)n2C,CHEMBL3945617,=,=,800.0,0.8,800.0,6.096910013008056
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Br)cc3)CC1)c(=O)n2C,CHEMBL3924059,=,=,770.0,0.77,770.0,6.113509274827518
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Cl)cc3)CC1)c(=O)n2C,CHEMBL3896047,=,=,360.0,0.36,360.0,6.443697499232712
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(F)cc3)CC1)c(=O)n2C,CHEMBL3915044,=,=,510.0,0.51,510.0,6.292429823902063
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(OC)cc3)CC1)c(=O)n2C,CHEMBL3984849,=,=,120.0,0.12,120.0,6.920818753952375
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,CHEMBL3898220,=,=,300.0,0.3,300.0,6.522878745280337
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccccc3)CC1)c(=O)n2C,CHEMBL3976778,=,=,220.0,0.22,220.0,6.657577319177793
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)N(C)C)CC1)c(=O)n2C,CHEMBL3897118,=,=,260.0,0.26,260.0,6.585026652029182
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Oc3ccccc3)CC1)c(=O)n2C,CHEMBL3968249,=,=,280.0,0.28,280.0,6.552841968657781
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCCC3)CC1)c(=O)n2C,CHEMBL3979866,=,=,360.0,0.36,360.0,6.443697499232712
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,CHEMBL3899590,=,=,890.0,0.89,890.0,6.050609993355087
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCC3)CC1)c(=O)n2C,CHEMBL3972227,=,=,610.0,0.61,610.0,6.214670164989233
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCCC)CC1)c(=O)n2C,CHEMBL3933623,=,=,500.0,0.5,500.0,6.301029995663981
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCC)CC1)c(=O)n2C,CHEMBL3980269,=,=,140.0,0.14,140.0,6.853871964321762
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC)CC1)c(=O)n2C,CHEMBL3910158,=,=,250.0,0.25,250.0,6.6020599913279625
CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3927979,=,=,2600.0,2.6,2600.0,5.585026652029182
CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3909049,=,=,5400.0,5.4,5400.0,5.267606240177031
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422,=,=,17.0,0.017,17.0,7.769551078621726
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3920718,=,=,400.0,0.4,400.0,6.3979400086720375
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3892718,=,=,140.0,0.14,140.0,6.853871964321762
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3929627,=,=,760.0,0.76,760.0,6.119186407719209
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3901674,=,=,250.0,0.25,250.0,6.6020599913279625
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3902771,=,=,73.0,0.073,73.0,7.136677139879544
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3973741,=,=,950.0,0.95,950.0,6.022276394711152
